strategy,vehicle_id,stop_seq,location_type,location_id,address,arrival_min,arrival_time,package_count,time_slot_code,time_slot_ok
A,2,13,destination,bcb3f7d0-3d72-45d3-aef6-3c338734795d,神奈川県横浜市西区高島二丁目2,337,13:37,1,2.0,True
A,2,14,destination,29b89221-20c2-49df-a577-f8f25ca2c826,神奈川県横浜市神奈川区大野町25,340,13:40,5,2.0,True
A,2,15,destination,c900472a-6b31-490d-ac36-9c020316afb2,神奈川県川崎市川崎区東田町3,361,14:01,4,2.0,True
A,2,16,depot,DEPOT_002,depot,362,14:02,0,,
A,3,0,depot,DEPOT_002,depot,0,08:00,0,,
A,3,1,destination,545d7938-be87-488a-9f3a-5ec945ea4c2e,神奈川県川崎市川崎区富士見一丁目10,2,08:02,5,1.0,True
A,3,2,destination,a2c3f1c0-7e43-40e1-8148-539a292b57a6,神奈川県川崎市川崎区本町二丁目7,4,08:04,1,3.0,True
A,3,3,destination,66d395ba-091a-46a7-88b4-4b148e702ca2,神奈川県川崎市幸区下平間,10,08:10,1,1.0,True
A,3,4,destination,172de025-0528-49a9-843d-2bb352128614,神奈川県川崎市幸区鹿島田一丁目5,13,08:13,4,3.0,True
A,3,5,destination,d9925e17-883b-4ba3-82b0-0ba2ff476d45,神奈川県横浜市港北区日吉二丁目11,19,08:19,3,3.0,True
A,3,6,destination,05145002-7a80-41ec-8f7c-498ebf1c92ae,神奈川県横浜市港北区日吉本町一丁目25,300,13:00,1,2.0,True
A,3,7,destination,b33ecca6-9ea5-4ebd-be5b-f6d982c54ea8,神奈川県横浜市港北区箕輪町一丁目3,301,13:01,5,3.0,True
A,3,8,destination,900f01ab-7dc9-4468-a281-547b4c404ace,神奈川県横浜市港北区綱島西三丁目20,307,13:07,5,2.0,True
A,3,9,destination,23a249d4-c955-404b-a8c4-cd8f04ac379b,神奈川県横浜市港北区綱島西12,308,13:08,2,2.0,True
A,3,10,destination,e7af44be-e85d-4f83-b676-659365d20d4e,神奈川県横浜市港北区綱島西116,308,13:08,5,2.0,True
A,3,11,destination,391b54fa-0fdb-42bb-bf98-7e5a6f2cdc3e,神奈川県川崎市川崎区小川町1-26,324,13:24,5,3.0,True
A,3,12,destination,3e515851-2259-4dd6-adbf-9f1425257d27,神奈川県川崎市川崎区砂子一丁目1,325,13:25,13,3.0,True
A,3,13,depot,DEPOT_002,depot,326,13:26,0,,
A,4,0,depot,DEPOT_002,depot,0,08:00,0,,
A,4,1,destination,0c5aecaf-9b83-4832-b0c1-494cd9256ca5,神奈川県茅ヶ崎市東海岸北三丁目20,76,09:16,4,1.0,True
A,4,2,destination,0aea1f30-6e5f-442a-9e6c-813b885e07b8,茅ヶ崎市浜見平11-1,82,09:22,4,3.0,True
A,4,3,destination,c741380a-8c0b-4c6f-8e42-93bbb14c0022,神奈川県大磯町大磯,97,09:37,3,3.0,True
A,4,4,destination,5c41d032-2dbb-4f55-91b5-5564adf52a6a,神奈川県湯河原町中央二丁目15,160,10:40,4,1.0,True
A,4,5,destination,e24033ef-f3ee-46ba-8af5-a7e23376d1a2,神奈川県真鶴町真鶴,300,13:00,3,2.0,True
A,4,6,destination,e0491bf4-d3df-4180-bc43-19a18ddf6505,神奈川県箱根町強羅556,351,13:51,3,3.0,True
A,4,7,destination,e807cf8c-d6a9-4a14-9cd7-28227ca02355,神奈川県箱根町1,372,14:12,1,3.0,True
A,4,8,destination,77c699ca-cb2d-47a6-9073-ceb3961f8d1a,神奈川県小田原市栄町一丁目1,385,14:25,4,2.0,True
A,4,9,destination,4af4fc7b-51e5-4392-ae6e-cf39ec1144cc,神奈川県小田原市栄町一丁目15,386,14:26,2,2.0,True
A,4,10,destination,794cc283-3714-4e26-8929-53c6244ef177,神奈川県小田原市栄町一丁目2,387,14:27,1,2.0,True
A,4,11,destination,ccedda7c-c21c-412f-bc58-a5a05d43beae,神奈川県小田原市城山一丁目1,389,14:29,1,3.0,True
A,4,12,destination,071547fa-9746-43cd-b81a-41fce4115a15,神奈川県小田原市扇町三丁目28,393,14:33,3,2.0,True
A,4,13,destination,8e482e57-ad10-4052-97f9-cebaa6b04ac4,神奈川県小田原市飯泉８５７－１,397,14:37,2,3.0,True
A,4,14,destination,ef7d04ce-23cc-49e3-a645-c2ccfb92c8f9,神奈川県小田原市曽我原,406,14:46,5,3.0,True
A,4,15,destination,127f887a-9a69-44ed-bc09-48a0c238762c,神奈川県小田原市曽我谷津,411,14:51,3,3.0,True
A,4,16,destination,56976e60-d8ba-418f-971e-3a8799bc8c05,神奈川県中井町,431,15:11,7,3.0,True
A,4,17,depot,DEPOT_002,depot,545,17:05,0,,
A,5,0,depot,DEPOT_002,depot,0,08:00,0,,
A,5,1,destination,6dd64948-c3db-42fd-a1cc-9c90bf80a920,神奈川県横浜市戸塚区汲沢八丁目1,48,08:48,1,3.0,True
A,5,2,destination,7331b680-1735-4300-bd7c-9ca44d93d6a9,神奈川県藤沢市藤沢,64,09:04,4,1.0,True
A,5,3,destination,57f8d87e-d32b-40a3-a535-b25f840216e8,神奈川県藤沢市大庭3,74,09:14,5,3.0,True
A,5,4,destination,f77ff5f1-10a9-4216-8a1d-cb0a572e6de6,神奈川県茅ヶ崎市香川410,85,09:25,5,1.0,True
A,5,5,destination,1a9c5dfb-03c0-4e4d-b7ec-b7e9c1304024,神奈川県平塚市東八幡1丁目2,98,09:38,4,1.0,True
A,5,6,destination,be8164ce-3a2a-4952-8ad2-7eeb83342f31,神奈川県大磯町虫窪1,300,13:00,1,2.0,True
A,5,7,destination,1f3bd460-d469-4abb-983b-271cd9c805d5,神奈川県秦野市今川町3,321,13:21,4,2.0,True
A,5,8,destination,7da64b60-a9b3-42fd-8864-44ef2e0ae759,神奈川県秦野市南矢名318,331,13:31,5,2.0,True
A,5,9,destination,30335d3c-6c80-4129-a8d4-75e464fd6f81,神奈川県秦野市鶴巻南1丁目3,337,13:37,2,3.0,True
A,5,10,destination,81a38a52-c32b-4e4f-a153-64865d266c99,神奈川県秦野市鶴巻北二丁目1-101,339,13:39,1,2.0,True
A,5,11,destination,91fb1d27-0f48-43de-a5dc-a87f1903b815,神奈川県厚木市森の里1丁目3,357,13:57,4,3.0,True
A,5,12,destination,72c07a7a-c4fe-497f-b8ce-a3a0b00a2e53,神奈川県相模原市緑区澤井1,428,15:08,5,3.0,True
A,5,13,destination,4c28e8da-d570-4521-91d9-cd3715df85b3,神奈川県相模原市緑区吉野,434,15:14,7,3.0,True
A,5,14,destination,4a85ca39-e380-45bd-92d4-14077948e53b,神奈川県相模原市緑区与瀬1,454,15:34,2,2.0,True
A,5,15,depot,DEPOT_002,depot,573,17:33,0,,
A,6,0,depot,DEPOT_002,depot,0,08:00,0,,
A,6,1,destination,a67bb189-aa14-4dc0-9603-6f6e42f48ac5,神奈川県相模原市南区北里一丁目1,70,09:10,5,1.0,True
A,6,2,destination,26e18f78-6d93-4dac-8956-22ef9a08b093,相模原市中央区田名3992-1,80,09:20,3,1.0,True
A,6,3,destination,66d1e3a6-b2e9-4607-b443-84f2784e9059,神奈川県相模原市緑区与瀬,124,10:04,3,1.0,True
A,6,4,destination,657f6816-ae14-466f-a7e5-c61b6ef3b4c6,神奈川県相模原市緑区小渕2,136,10:16,1,1.0,True
A,6,5,destination,ce54fe67-47e2-4756-b620-bc3bb9792973,神奈川県山北町向原,255,12:15,5,1.0,True
A,6,6,destination,7fd4ed21-8164-44c9-93ac-4d863baa915e,神奈川県山北町山北,260,12:20,4,3.0,True
A,6,7,destination,0a7ac797-5b65-4fb5-bc48-f7950ea7f1aa,神奈川県南足柄市関本,272,12:32,1,1.0,True
A,6,8,destination,398d498e-f1b7-4b1f-9c3b-f39e06c21431,神奈川県南足柄市和田河原1,277,12:37,3,1.0,True
A,6,9,destination,08e66361-fad8-4348-baf3-258b98e4d1a0,神奈川県小田原市飯田岡1,300,13:00,3,2.0,True
A,6,10,destination,261165c1-aa42-4ecb-a972-509dcff5f045,神奈川県小田原市蓮正寺220,302,13:02,2,3.0,True
A,6,11,destination,b787a3b2-49a1-4ab9-8883-b7f077f44863,神奈川県南足柄市竹松,315,13:15,5,2.0,True
A,6,12,destination,339322cb-8833-4c59-9424-c9bf5cb99c45,神奈川県開成町宮台1,317,13:17,5,3.0,True
A,6,13,destination,53300ffd-819c-407d-8c55-d2828bc3214c,神奈川県開成町円通寺1,320,13:20,4,3.0,True
A,6,14,destination,1a0bb34d-9b06-4a13-a0b9-ca3c0bf499fb,神奈川県松田町松田惣領1,325,13:25,3,2.0,True
A,6,15,destination,7824aadd-51e1-4be0-9acb-b6bafd4a62b7,神奈川県秦野市平沢2,342,13:42,1,3.0,True
A,6,16,destination,74412a14-93b7-4596-9d5b-a751d6cb6152,神奈川県伊勢原市桜台一丁目3,367,14:07,2,2.0,True
A,6,17,depot,DEPOT_002,depot,454,15:34,0,,
A,7,0,depot,DEPOT_002,depot,0,08:00,0,,
A,7,1,destination,9d592477-f31e-44f6-9ba4-3524b3b42b0d,神奈川県相模原市中央区鹿沼台2丁目1,72,09:12,4,1.0,True
A,7,2,destination,2a91625d-8c3e-448c-9065-c69b9ce60aa5,神奈川県厚木市鳶尾2丁目,99,09:39,2,1.0,True
A,7,3,destination,d4f57248-dccd-41d5-b4d6-6ce8922ef3ba,神奈川県厚木市下荻野字子合頭1,102,09:42,5,1.0,True
A,7,4,destination,ef5ae519-7f1a-43b4-8167-cf21c849fd71,神奈川県厚木市下荻野13,102,09:42,3,1.0,True
A,7,5,destination,7ce91492-e590-465b-877a-78c9342eb678,神奈川県厚木市妻田北三丁目24,108,09:48,4,1.0,True
A,7,6,destination,57f452e2-e4af-412c-a76e-1420305f0402,神奈川県厚木市金田1,113,09:53,2,3.0,True
A,7,7,destination,935d537d-814a-4c28-ba69-26de22314837,神奈川県厚木市元町25,120,10:00,2,1.0,True
A,7,8,destination,c6f4d037-4f72-4242-a986-179e788c8b2c,神奈川県厚木市泉町11,123,10:03,1,1.0,True
A,7,9,destination,6776706f-712d-471e-96da-e383a9088592,神奈川県厚木市泉町1,124,10:04,4,1.0,True
A,7,10,destination,f88826bc-6b0f-4b5e-9c38-2fd60874a2f5,神奈川県厚木市旭町四丁目1,126,10:06,5,1.0,True
A,7,11,destination,43268a1e-a65f-418e-bcfd-50315b9b0b79,神奈川県厚木市厚木町1-102,128,10:08,1,1.0,True
A,7,12,destination,bda988db-eced-4a6a-b2d1-b525da268fff,神奈川県海老名市中央1丁目1,135,10:15,14,3.0,True
A,7,13,destination,1edceeeb-f337-4d71-941c-af18576158e6,神奈川県大和市中央四丁目12,149,10:29,3,3.0,True
A,7,14,depot,DEPOT_002,depot,203,11:23,0,,
A,8,0,depot,DEPOT_002,depot,0,08:00,0,,
A,8,1,destination,da65e250-d183-4ef6-8761-d332fba1b6bd,神奈川県横浜市港南区港南台三丁目1,46,08:46,1,1.0,True
A,8,2,destination,7a98454d-eb1c-463e-9bfc-2f1900179582,神奈川県横浜市栄区上郷町1379,55,08:55,1,1.0,True
A,8,3,destination,e50d9fb9-0665-4fe0-afcc-46c4af6d1717,横須賀市若松町２－４,81,09:21,5,3.0,True
A,8,4,destination,bc0b5c94-35e9-437f-89fd-9d43c72edefa,神奈川県横須賀市湘南国際村一丁目1,99,09:39,1,1.0,True
A,8,5,destination,fd617a2f-ab88-43c3-bec2-bcf0ac1b4437,神奈川県藤沢市江の島,136,10:16,4,1.0,True
A,8,6,destination,ff7c24a7-91bb-48d0-9568-78f69ff7da6c,神奈川県藤沢市片瀬海岸2丁目21,139,10:19,2,1.0,True
A,8,7,destination,922b4da5-7eaa-41ef-832d-fd97520d8782,神奈川県茅ヶ崎市松林二丁目3,154,10:34,2,1.0,True
A,8,8,destination,3db802ee-893f-4f0a-b960-102f8e2c60ab,神奈川県平塚市中原三丁目17,173,10:53,4,1.0,True
A,8,9,destination,597fe3ed-490f-4986-9309-61975cd8ca49,神奈川県秦野市本町二丁目1,194,11:14,1,3.0,True
A,8,10,destination,c2143738-86b0-4894-8456-3f484d7ae0b5,神奈川県秦野市緑町3,198,11:18,2,1.0,True
A,8,11,destination,0856709f-914f-4e42-baab-fb5d879f2ee2,神奈川県伊勢原市下糟屋,222,11:42,9,3.0,True
A,8,12,destination,3bc7635d-aaca-44c3-a76e-fca07e4dfd11,神奈川県伊勢原市高森三丁目59,300,13:00,2,2.0,True
A,8,13,destination,5b8ed7c7-51a4-4d9d-9e70-a00d88e7d201,神奈川県厚木市愛甲西3丁目14,305,13:05,2,3.0,True
A,8,14,destination,bf2f2682-08d6-41da-8511-988dd064ee9d,神奈川県厚木市酒井,312,13:12,5,2.0,True
A,8,15,destination,d5950612-98c7-49d8-83de-d47880ec7995,神奈川県厚木市戸田,316,13:16,3,2.0,True
A,8,16,destination,749fc53c-5abe-4ba5-aa18-fb6081f44520,神奈川県藤沢市用田,327,13:27,3,3.0,True
A,8,17,destination,5f66c0b8-91c6-4e1f-a7ef-41b1c90bcde0,神奈川県綾瀬市深谷中六丁目40,334,13:34,3,2.0,True
A,8,18,depot,DEPOT_002,depot,394,14:34,0,,
A,9,0,depot,DEPOT_002,depot,0,08:00,0,,
A,9,1,destination,304b4ca7-8149-4427-89c0-2eda7cb6a542,神奈川県海老名市杉久保北4丁目22,68,09:08,2,1.0,True
A,9,2,destination,86b18f0f-3a4c-446c-b90e-1bff1708fdcc,神奈川県海老名市杉久保南1丁目19,69,09:09,2,1.0,True
A,9,3,destination,bcd040f4-5548-4a6b-8375-85aba650c199,神奈川県海老名市杉久保南4丁目1,70,09:10,1,3.0,True
A,9,4,destination,859de543-6b39-42e3-9ca8-7b6b1faae628,神奈川県海老名市中河内,73,09:13,2,1.0,True
A,9,5,destination,213c1f05-246c-4d4e-aa96-4a30945d78c3,神奈川県海老名市本郷1,78,09:18,5,1.0,True
A,9,6,destination,d61b66c4-57cb-4002-9520-f2f0c0d3dfd3,神奈川県藤沢市宮原5,81,09:21,3,1.0,True
A,9,7,destination,8cd608af-f55f-4012-b6f2-29789fa532cb,神奈川県寒川町倉見12,86,09:26,2,1.0,True
A,9,8,destination,793d2a13-9c3a-47da-b1ea-e506b24e669f,神奈川県寒川町倉見3,88,09:28,5,1.0,True
A,9,9,destination,d44ea1f3-6b2f-4c6d-943d-4dd7f8764ff7,神奈川県厚木市長谷402,300,13:00,2,2.0,True
A,9,10,destination,eb11e45b-e28c-46c4-8148-5a0480828e10,神奈川県厚木市戸室1-4-7,306,13:06,3,3.0,True
A,9,11,destination,f6dc3ce0-73ce-4064-ac17-a477a9715e77,神奈川県厚木市林1丁目12,309,13:09,2,3.0,True
A,9,12,destination,462e24a5-c9bd-4fe9-a8b2-ac6b2f0ed58b,神奈川県厚木市三田1,314,13:14,4,2.0,True
A,9,13,destination,1fccffab-b56a-4ef5-824b-d76ac9fb6e32,神奈川県厚木市下荻野4,318,13:18,1,2.0,True
A,9,14,destination,30865892-39b9-4a17-88b7-b13a6cf3e344,神奈川県厚木市下荻野,318,13:18,6,3.0,True
A,9,15,destination,609962cd-b044-4aae-9f60-bb2a119aeb56,神奈川県厚木市下荻野字南四ツ谷1,318,13:18,5,2.0,True
A,9,16,destination,bca0e4c7-e8d6-4339-961c-d5bd2b608667,神奈川県座間市栗原中央2丁目15,335,13:35,5,3.0,True
A,9,17,depot,DEPOT_002,depot,398,14:38,0,,
A,10,0,depot,DEPOT_002,depot,0,08:00,0,,
A,10,1,destination,66c6def6-a8b3-4fdf-b7f9-71e9071b3b8b,神奈川県海老名市東柏ケ谷3丁目35,59,08:59,3,1.0,True
A,10,2,destination,730b473c-ccd3-4701-9451-aae53ae22da6,神奈川県海老名市国分北2丁目12,68,09:08,2,1.0,True
A,10,3,destination,675c05b3-5840-4f91-a1b3-2c5d7d2930e1,神奈川県海老名市上郷1丁目43,73,09:13,4,3.0,True
A,10,4,destination,2892533e-ce1c-481a-9413-6cf6de363bf0,神奈川県海老名市河原口1丁目7,76,09:16,4,3.0,True
A,10,5,destination,3f1de5af-9f5c-430f-9469-b3c2d25a9171,神奈川県厚木市中町13,79,09:19,4,3.0,True
A,10,6,destination,beac7396-c142-4073-a5aa-364922eec517,神奈川県厚木市中町221,79,09:19,3,1.0,True
A,10,7,destination,e884c65d-7cb0-4774-8400-84eed24d36ee,神奈川県厚木市中町二丁目5,80,09:20,2,1.0,True
A,10,8,destination,5a6c01d5-def3-4204-9787-419134e80d55,神奈川県厚木市中町2丁目6,81,09:21,2,1.0,True
A,10,9,destination,5e7c9d40-c46f-4310-8b68-758398fd2bc7,神奈川県厚木市栄町二丁目16,84,09:24,2,1.0,True
A,10,10,destination,53416c68-b504-4692-b3e5-b5f98628056a,神奈川県厚木市愛甲1丁目2,91,09:31,1,1.0,True
A,10,11,destination,8fb4f0b0-e43d-4104-bbec-fd26505045ce,神奈川県厚木市岡田一丁目17,300,13:00,5,2.0,True
A,10,12,destination,2ab70125-3099-4701-ac50-c1dd53c5c607,神奈川県厚木市旭町5丁目3,302,13:02,4,2.0,True
A,10,13,destination,3836f21c-bcf2-4b01-8b7f-de23e60aacc6,神奈川県厚木市旭町二丁目14,303,13:03,5,3.0,True
A,10,14,destination,e12efea1-3191-4244-a00d-13b7f2bb34f9,神奈川県海老名市大谷北1丁目1,311,13:11,5,3.0,True
A,10,15,destination,5c7f87c6-636a-4744-a0af-72f866dd4846,神奈川県大和市代官二丁目6,325,13:25,4,2.0,True
A,10,16,depot,DEPOT_002,depot,381,14:21,0,,
A,11,0,depot,DEPOT_002,depot,0,08:00,0,,
A,11,1,destination,7ae4f7a2-70a0-4edb-839c-2e61908b7bfa,神奈川県相模原市南区相模大野七丁目3,60,09:00,5,1.0,True
A,11,2,destination,3076d508-434e-4c0b-b724-72eb692ce89a,神奈川県相模原市南区上鶴間本町五丁目2,62,09:02,2,3.0,True
A,11,3,destination,2ff859d0-190f-489b-8b06-bcd95b6ef3fc,神奈川県相模原市南区古淵一丁目13,70,09:10,3,1.0,True
A,11,4,destination,25b646a0-c002-411b-b8ee-a6e0e1b76f93,神奈川県相模原市中央区鹿沼台1丁目5,300,13:00,5,2.0,True
A,11,5,destination,c41fd5bc-b533-4e00-8adc-9622a5e1c71d,神奈川県相模原市中央区鹿沼台二丁目9,301,13:01,3,2.0,True
A,11,6,destination,316b6ab8-4a6e-4a6b-97af-e6d216c76e99,相模原市中央区星が丘１−１０−,305,13:05,2,2.0,True
A,11,7,destination,dc5d7e64-6b56-4085-bf60-6996ebcc4cfe,相模原市中央区横山２丁目,307,13:07,1,3.0,True
A,11,8,destination,a2932b0b-f4f0-4df6-b603-5749810a708b,神奈川県相模原市中央区相模原二丁目12,311,13:11,4,3.0,True
A,11,9,destination,6c2fdfab-acf1-4b4e-bd04-e3717ebaf338,神奈川県相模原市緑区橋本2丁目6,318,13:18,3,2.0,True
A,11,10,destination,0bee4fc5-00b1-49bd-ba06-592c485dab72,神奈川県愛川町田代,342,13:42,2,3.0,True
A,11,11,destination,78a5c270-6bf5-4c49-959c-ac13e6bf65b6,神奈川県愛川町角田1,348,13:48,10,3.0,True
A,11,12,destination,7e60c092-0b53-4c68-a3a9-5ced7560d062,神奈川県愛川町中津1,353,13:53,7,3.0,True
A,11,13,destination,03421411-7d24-4395-a294-e2776edce855,神奈川県厚木市泉町14,373,14:13,1,3.0,True
A,11,14,destination,2648bd17-6cc8-4999-8e28-1eb8aeda63d5,神奈川県綾瀬市深谷中53,387,14:27,2,2.0,True
A,11,15,depot,DEPOT_002,depot,449,15:29,0,,
A,12,0,depot,DEPOT_002,depot,0,08:00,0,,
A,12,1,destination,4a688c39-27cd-4f3c-b835-dac2e1bfadd2,神奈川県綾瀬市深谷1,63,09:03,4,3.0,True
A,12,2,destination,e042f703-7e18-4fae-9288-93bd5d785a27,神奈川県綾瀬市小園1,68,09:08,5,3.0,True
A,12,3,destination,33a4d71e-4c01-44ff-bf66-23b6b5cc8a4c,神奈川県綾瀬市小園7,68,09:08,4,3.0,True
A,12,4,destination,a47a0c70-1b4e-423a-ad3a-44c145823981,神奈川県海老名市国分寺台2丁目8,71,09:11,3,1.0,True
A,12,5,destination,228bef0f-9548-4d6c-af3c-504aeed7848d,神奈川県海老名市国分寺台2丁目26,72,09:12,5,3.0,True
A,12,6,destination,0b69b0f6-8e22-4f19-9d0d-dc72291322e2,神奈川県海老名市大谷北4丁目13,73,09:13,1,1.0,True
A,12,7,destination,74cc0828-9a9b-4e5f-9ed9-57ab827db876,神奈川県海老名市大谷北4丁目3,300,13:00,4,2.0,True
A,12,8,destination,b20200b8-6104-4502-be2c-88ac3e82b9ee,神奈川県海老名市大谷北1丁目21,303,13:03,5,3.0,True
A,12,9,destination,cea69742-dc79-488a-be89-cd3751456890,神奈川県海老名市中新田1丁目23,305,13:05,4,3.0,True
A,12,10,destination,e105a52f-fdf5-406b-b33e-c35f91ced85e,神奈川県海老名市中新田1丁目51,306,13:06,2,2.0,True
A,12,11,destination,2f25abe6-8249-45c0-a7b6-c8a00307c687,神奈川県海老名市中新田1,306,13:06,5,2.0,True
A,12,12,destination,6edd3890-9d18-4fc5-9375-004a9c856cf7,神奈川県海老名市中新田2丁目27,307,13:07,2,2.0,True
A,12,13,destination,7bf7a31a-90dd-4f59-b496-8c1a3d5f5620,神奈川県海老名市河原口4丁目8,311,13:11,1,2.0,True
A,12,14,destination,e74ce686-dcc2-44ff-bcb4-ce3e23e84145,神奈川県海老名市めぐみ町2,314,13:14,2,2.0,True
A,12,15,destination,891c5152-162b-45a3-ba17-c2a8caf21b44,神奈川県海老名市国分南2丁目1,317,13:17,1,2.0,True
A,12,16,destination,aa110fee-ec18-409c-99a3-802d5416230d,神奈川県大和市西鶴間二丁目,330,13:30,2,3.0,True
A,12,17,depot,DEPOT_002,depot,386,14:26,0,,
A,13,0,depot,DEPOT_002,depot,0,08:00,0,,
A,13,1,destination,171bfae5-b983-4236-8fcd-9414f2977e73,神奈川県相模原市南区相模大野三丁目1,61,09:01,2,1.0,True
A,13,2,destination,be7aaa48-48a4-4ba6-9215-170728b0590c,神奈川県相模原市南区相模大野六丁目4,63,09:03,1,1.0,True
A,13,3,destination,1da3100f-6182-4d8c-9958-4e3a1ee39ea7,神奈川県座間市相模が丘二丁目13,68,09:08,1,1.0,True
A,13,4,destination,bb0f47c7-c089-4dca-81c5-bc9bcf2c744f,神奈川県座間市座間一丁目3,76,09:16,4,1.0,True
A,13,5,destination,ca076ac8-4f40-4130-8a36-6d8a5de057ae,神奈川県座間市入谷西5丁目17,80,09:20,5,1.0,True
A,13,6,destination,4dc0167d-47b4-464d-b9ea-445c7a79519d,神奈川県座間市入谷東4丁目33,83,09:23,3,3.0,True
A,13,7,destination,cbb96c5f-414f-4e47-9206-4cc4c299e0c3,神奈川県座間市入谷東4丁目30,84,09:24,1,1.0,True
A,13,8,destination,22e4a957-d50b-4f05-95e2-0b277a43e9ca,神奈川県海老名市上今泉3丁目1,87,09:27,5,1.0,True
A,13,9,destination,f117d59a-a73a-4e0e-8fb6-9af0fe16b929,神奈川県海老名市中央3丁目1,92,09:32,2,1.0,True
A,13,10,destination,d8b32666-087e-43d1-97de-ada2a2289680,神奈川県海老名市中央3丁目34,93,09:33,4,1.0,True
